Enhetsnamn;Årskurs;Kön;Skolform;År;Månad;Total schemalagd tid;Närvarande;Total frånvaro;Giltig frånvaro;Ogiltig frånvaro;Ej registrerad
Nytorpsskolan 4-9;4;Pojke;Grundskola;2025;8;89485;70974;12326;7005;5321;6185
Nytorpsskolan 4-9;4;Flicka;Grundskola;2025;9;129670;105258;10872;6600;4272;13540
Nytorpsskolan 4-9;4;Pojke;Grundskola;2025;9;190530;149745;21460;8025;13435;19325
Nytorpsskolan 4-9;4;Pojke;Grundskola;2025;10;170350;120334;19481;8430;11051;30535
Nytorpsskolan 4-9;4;Flicka;Grundskola;2025;10;118950;87055;9725;8871;854;22170
Nytorpsskolan 4-9;4;Flicka;Grundskola;2025;11;137165;118470;10345;8655;1690;8350
Nytorpsskolan 4-9;4;Pojke;Grundskola;2025;11;179375;154524;13776;7135;6641;11075
Nytorpsskolan 4-9;4;Pojke;Grundskola;2025;12;125010;100989;11406;7580;3826;12615
Nytorpsskolan 4-9;4;Flicka;Grundskola;2025;12;98115;83755;4445;3350;1095;9915
Nytorpsskolan 4-9;4;Pojke;Grundskola;2026;1;146480;129294;10701;8350;2351;6485
Nytorpsskolan 4-9;4;Flicka;Grundskola;2026;1;110895;82322;24713;15302;9411;3860
Nytorpsskolan 4-9;4;Flicka;Grundskola;2026;2;95950;76915;18400;8572;9828;635
Nytorpsskolan 4-9;4;Pojke;Grundskola;2026;2;120910;110458;8652;6850;1802;1800
Nytorpsskolan 4-9;4;Flicka;Grundskola;2026;3;129515;95954;25216;17381;7835;8345
Nytorpsskolan 4-9;4;Pojke;Grundskola;2026;3;164630;141488;12832;11425;1407;10310
Nytorpsskolan 4-9;4;Flicka;Grundskola;2026;4;12810;8481;2409;1875;534;1920
Nytorpsskolan 4-9;4;Pojke;Grundskola;2026;4;16870;12892;1198;1080;118;2780
Nytorpsskolan 4-9;5;Pojke;Grundskola;2025;8;73635;59852;13063;9045;4018;720
Nytorpsskolan 4-9;5;Flicka;Grundskola;2025;8;77320;64693;11907;7340;4567;720
Nytorpsskolan 4-9;5;Flicka;Grundskola;2025;9;160415;137399;13956;11960;1996;9060
Nytorpsskolan 4-9;5;Pojke;Grundskola;2025;9;155460;135961;10554;8655;1899;8945
Nytorpsskolan 4-9;5;Flicka;Grundskola;2025;10;142160;100156;10509;8390;2119;31495
Nytorpsskolan 4-9;5;Pojke;Grundskola;2025;10;139010;104462;7443;6125;1318;27105
Nytorpsskolan 4-9;5;Flicka;Grundskola;2025;11;150240;120747;10998;8940;2058;18495
Nytorpsskolan 4-9;5;Pojke;Grundskola;2025;11;159925;128130;12180;10495;1685;19615
Nytorpsskolan 4-9;5;Pojke;Grundskola;2025;12;114630;97393;7757;7070;687;9480
Nytorpsskolan 4-9;5;Flicka;Grundskola;2025;12;107745;85845;13960;13410;550;7940
Nytorpsskolan 4-9;5;Pojke;Grundskola;2026;1;133290;109605;13030;10915;2115;10655
Nytorpsskolan 4-9;5;Flicka;Grundskola;2026;1;131380;98312;23123;14310;8813;9945
Nytorpsskolan 4-9;5;Flicka;Grundskola;2026;2;113600;89270;23320;17860;5460;1010
Nytorpsskolan 4-9;5;Pojke;Grundskola;2026;2;108610;95614;8951;8090;861;4045
Nytorpsskolan 4-9;5;Pojke;Grundskola;2026;3;149930;118082;16218;13687;2531;15630
Nytorpsskolan 4-9;5;Flicka;Grundskola;2026;3;153685;104439;30341;25280;5061;18905
Nytorpsskolan 4-9;5;Pojke;Grundskola;2026;4;14840;12683;462;375;87;1695
Nytorpsskolan 4-9;5;Flicka;Grundskola;2026;4;14415;11440;835;625;210;2140
Nytorpsskolan 4-9;6;Pojke;Grundskola;2025;8;78565;72832;4553;2545;2008;1180
Nytorpsskolan 4-9;6;Flicka;Grundskola;2025;8;56610;50946;5004;1635;3369;660
Nytorpsskolan 4-9;6;Flicka;Grundskola;2025;9;120920;102688;16437;7995;8442;1795
Nytorpsskolan 4-9;6;Pojke;Grundskola;2025;9;161905;139320;20400;11035;9365;2185
Nytorpsskolan 4-9;6;Pojke;Grundskola;2025;10;150290;125674;16116;8715;7401;8500
Nytorpsskolan 4-9;6;Flicka;Grundskola;2025;10;102860;86188;10852;4580;6272;5820
Nytorpsskolan 4-9;6;Flicka;Grundskola;2025;11;105810;94841;9929;3950;5979;1040
Nytorpsskolan 4-9;6;Pojke;Grundskola;2025;11;167220;155513;10417;8945;1472;1290
Nytorpsskolan 4-9;6;Pojke;Grundskola;2025;12;115620;95639;9946;8765;1181;10035
Nytorpsskolan 4-9;6;Flicka;Grundskola;2025;12;69695;59965;3795;3040;755;5935
Nytorpsskolan 4-9;6;Flicka;Grundskola;2026;1;88940;80146;7649;6220;1429;1145
Nytorpsskolan 4-9;6;Pojke;Grundskola;2026;1;142465;122259;18276;11785;6491;1930
Nytorpsskolan 4-9;6;Flicka;Grundskola;2026;2;77760;66303;7472;6060;1412;3985
Nytorpsskolan 4-9;6;Pojke;Grundskola;2026;2;117570;105840;7325;6190;1135;4405
Nytorpsskolan 4-9;6;Pojke;Grundskola;2026;3;159870;120858;18087;15109;2978;20925
Nytorpsskolan 4-9;6;Flicka;Grundskola;2026;3;106670;81525;10440;8755;1685;14705
Nytorpsskolan 4-9;6;Flicka;Grundskola;2026;4;10955;5790;705;590;115;4460
Nytorpsskolan 4-9;6;Pojke;Grundskola;2026;4;16265;8899;821;765;56;6545
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2025;8;8440;6870;820;720;100;750
Nytorpsskolan 4-9;7;Flicka;Grundskola;2025;8;72625;57159;12406;3920;8486;3060
Nytorpsskolan 4-9;7;Pojke;Grundskola;2025;8;73455;61985;8325;6330;1995;3145
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2025;8;3065;1855;1155;1155;0;55
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2025;9;6555;6020;375;320;55;160
Nytorpsskolan 4-9;7;Flicka;Grundskola;2025;9;168850;134158;27532;9194;18338;7160
Nytorpsskolan 4-9;7;Pojke;Grundskola;2025;9;170310;150604;11296;7813;3483;8410
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2025;9;24620;19905;2140;1805;335;2575
Nytorpsskolan 4-9;7;Flicka;Grundskola;2025;10;149125;124186;19424;9020;10404;5515
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2025;10;22250;18605;515;470;45;3130
Nytorpsskolan 4-9;7;Pojke;Grundskola;2025;10;152375;130484;14866;9715;5151;7025
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2025;10;5900;4565;1050;1050;0;285
Nytorpsskolan 4-9;7;Pojke;Grundskola;2025;11;150935;116498;11987;9031;2956;22450
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2025;11;6540;2760;3570;3460;110;210
Nytorpsskolan 4-9;7;Flicka;Grundskola;2025;11;159570;118922;16993;7512;9481;23655
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2025;11;24630;18940;2960;2600;360;2730
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2025;12;4665;3180;860;860;0;625
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2025;12;17580;12175;2010;1935;75;3395
Nytorpsskolan 4-9;7;Flicka;Grundskola;2025;12;115650;76182;10318;5443;4875;29150
Nytorpsskolan 4-9;7;Pojke;Grundskola;2025;12;107980;72760;7780;6530;1250;27440
Nytorpsskolan 4-9;7;Pojke;Grundskola;2026;1;123475;91476;16139;12715;3424;15860
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2026;1;19900;13860;2875;2790;85;3165
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2026;1;5275;2525;2685;2685;0;65
Nytorpsskolan 4-9;7;Flicka;Grundskola;2026;1;117395;87029;17081;8145;8936;13285
Nytorpsskolan 4-9;7;Flicka;Grundskola;2026;2;95650;64559;14751;10937;3814;16340
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2026;2;16410;9580;4740;4605;135;2090
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2026;2;4355;3160;1100;1100;0;95
Nytorpsskolan 4-9;7;Pojke;Grundskola;2026;2;102650;73158;12682;10382;2300;16810
Nytorpsskolan 4-9;7;Pojke;Grundskola;2026;3;140105;101199;17461;13612;3849;21445
Nytorpsskolan 4-9;7;Flicka;Grundskola;2026;3;130105;95882;12543;5950;6593;21680
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2026;3;5930;1320;4235;4235;0;375
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2026;3;22310;14680;4340;4265;75;3290
Nytorpsskolan 4-9;7;Pojke;Anpassad grundskola;2026;4;2360;1125;730;730;0;505
Nytorpsskolan 4-9;7;Pojke;Grundskola;2026;4;15980;11551;564;145;419;3865
Nytorpsskolan 4-9;7;Flicka;Grundskola;2026;4;14565;9677;1263;835;428;3625
Nytorpsskolan 4-9;7;Flicka;Anpassad grundskola;2026;4;630;0;500;500;0;130
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2025;8;3065;975;2035;1815;220;55
Nytorpsskolan 4-9;8;Flicka;Grundskola;2025;8;47035;38974;4491;3570;921;3570
Nytorpsskolan 4-9;8;Pojke;Grundskola;2025;8;63740;45004;14231;7855;6376;4505
Nytorpsskolan 4-9;8;Pojke;Grundskola;2025;9;139010;104119;25806;14860;10946;9085
Nytorpsskolan 4-9;8;Flicka;Grundskola;2025;9;112470;98430;7520;5905;1615;6520
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2025;9;6555;6411;69;50;19;75
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2025;9;6310;6235;0;0;0;75
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2025;10;5900;3860;1755;1755;0;285
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2025;10;5900;4875;740;665;75;285
Nytorpsskolan 4-9;8;Pojke;Grundskola;2025;10;128920;90986;22979;8145;14834;14955
Nytorpsskolan 4-9;8;Flicka;Grundskola;2025;10;107050;91957;5408;2915;2493;9685
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2025;11;6540;6180;150;150;0;210
Nytorpsskolan 4-9;8;Flicka;Grundskola;2025;11;122860;98863;10712;6671;4041;13285
Nytorpsskolan 4-9;8;Pojke;Grundskola;2025;11;126475;90553;20422;12187;8235;15500
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2025;11;6540;6330;0;0;0;210
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2025;12;4665;4065;0;0;0;600
Nytorpsskolan 4-9;8;Pojke;Grundskola;2025;12;87955;68277;7158;4375;2783;12520
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2025;12;4665;3565;560;475;85;540
Nytorpsskolan 4-9;8;Flicka;Grundskola;2025;12;86280;67277;8483;5850;2633;10520
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2026;1;5275;4535;565;435;130;175
Nytorpsskolan 4-9;8;Pojke;Grundskola;2026;1;100200;71652;17308;10555;6753;11240
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2026;1;5275;4685;525;415;110;65
Nytorpsskolan 4-9;8;Flicka;Grundskola;2026;1;106310;83413;12357;8775;3582;10540
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2026;2;4355;3090;215;215;0;1050
Nytorpsskolan 4-9;8;Pojke;Grundskola;2026;2;83165;53312;15313;8800;6513;14540
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2026;2;4355;3045;290;150;140;1020
Nytorpsskolan 4-9;8;Flicka;Grundskola;2026;2;88660;59690;12265;8768;3497;16705
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2026;3;5930;5095;640;640;0;195
Nytorpsskolan 4-9;8;Pojke;Grundskola;2026;3;114415;88283;16932;12170;4762;9200
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2026;3;5930;5810;0;0;0;120
Nytorpsskolan 4-9;8;Flicka;Grundskola;2026;3;125390;102147;15148;9147;6001;8095
Nytorpsskolan 4-9;8;Pojke;Anpassad grundskola;2026;4;630;415;85;85;0;130
Nytorpsskolan 4-9;8;Flicka;Anpassad grundskola;2026;4;630;500;0;0;0;130
Nytorpsskolan 4-9;8;Flicka;Grundskola;2026;4;12605;5855;815;450;365;5935
Nytorpsskolan 4-9;8;Pojke;Grundskola;2026;4;11710;5548;937;670;267;5225
Nytorpsskolan 4-9;9;Pojke;Grundskola;2025;8;61890;52362;7663;4245;3418;1865
Nytorpsskolan 4-9;9;Flicka;Grundskola;2025;8;48490;41075;5705;1475;4230;1710
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2025;8;9995;9585;355;355;0;55
Nytorpsskolan 4-9;9;Flicka;Grundskola;2025;9;114260;89697;20718;12985;7733;3845
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2025;9;29695;26655;1460;1400;60;1580
Nytorpsskolan 4-9;9;Pojke;Grundskola;2025;9;139125;118684;16831;6855;9976;3610
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2025;10;27040;22800;2845;2665;180;1395
Nytorpsskolan 4-9;9;Pojke;Grundskola;2025;10;125635;99835;15055;7255;7800;10745
Nytorpsskolan 4-9;9;Flicka;Grundskola;2025;10;104435;82286;15559;9178;6381;6590
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2025;11;29640;25540;2745;2745;0;1355
Nytorpsskolan 4-9;9;Flicka;Grundskola;2025;11;115735;86277;17178;8540;8638;12280
Nytorpsskolan 4-9;9;Pojke;Grundskola;2025;11;138145;105774;17821;6003;11818;14550
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2025;12;21165;18375;725;725;0;2065
Nytorpsskolan 4-9;9;Pojke;Grundskola;2025;12;94975;71744;14601;5895;8706;8630
Nytorpsskolan 4-9;9;Flicka;Grundskola;2025;12;79415;55159;16331;8704;7627;7925
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2026;1;23975;20830;1995;1995;0;1150
Nytorpsskolan 4-9;9;Pojke;Grundskola;2026;1;110490;85320;19570;7923;11647;5600
Nytorpsskolan 4-9;9;Flicka;Grundskola;2026;1;95030;69971;19314;11930;7384;5745
Nytorpsskolan 4-9;9;Pojke;Grundskola;2026;2;90920;63752;16908;7980;8928;10260
Nytorpsskolan 4-9;9;Flicka;Grundskola;2026;2;78885;58644;12796;8530;4266;7445
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2026;2;19755;14545;3345;3345;0;1865
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2026;3;26830;21320;4065;4005;60;1445
Nytorpsskolan 4-9;9;Pojke;Grundskola;2026;3;123875;89028;19867;7111;12756;14980
Nytorpsskolan 4-9;9;Flicka;Grundskola;2026;3;107635;75219;19366;12745;6621;13050
Nytorpsskolan 4-9;9;Flicka;Grundskola;2026;4;11210;7850;1840;960;880;1520
Nytorpsskolan 4-9;9;Pojke;Grundskola;2026;4;13075;9371;2089;730;1359;1615
Nytorpsskolan 4-9;9;Pojke;Anpassad grundskola;2026;4;2830;2350;275;275;0;205
Näsetskolan F-6;0;Pojke;Grundskola;2025;8;16200;15615;585;585;0;0
Näsetskolan F-6;0;Flicka;Grundskola;2025;8;11880;11205;675;675;0;0
Näsetskolan F-6;0;Flicka;Grundskola;2025;9;49005;47385;1620;1620;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2025;9;66825;64980;1845;1845;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2025;10;61485;56760;4725;4725;0;0
Näsetskolan F-6;0;Flicka;Grundskola;2025;10;45045;44415;630;630;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2025;11;68415;65355;3060;3060;0;0
Näsetskolan F-6;0;Flicka;Grundskola;2025;11;49995;47415;2580;2580;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2025;12;48780;43865;4915;4915;0;0
Näsetskolan F-6;0;Flicka;Grundskola;2025;12;35640;32040;3600;3600;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2026;1;55530;49125;3030;3030;0;3375
Näsetskolan F-6;0;Flicka;Grundskola;2026;1;40590;34065;4050;4050;0;2475
Näsetskolan F-6;0;Flicka;Grundskola;2026;2;33165;31455;1710;1710;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2026;2;45345;43590;1755;1755;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2026;3;61725;53625;4725;4725;0;3375
Näsetskolan F-6;0;Flicka;Grundskola;2026;3;45045;37665;4905;4905;0;2475
Näsetskolan F-6;0;Flicka;Grundskola;2026;4;4950;4950;0;0;0;0
Näsetskolan F-6;0;Pojke;Grundskola;2026;4;6750;5850;900;900;0;0
Näsetskolan F-6;1;Flicka;Grundskola;2025;8;41520;37355;2365;2365;0;1800
Näsetskolan F-6;1;Pojke;Grundskola;2025;8;45230;42105;1175;1175;0;1950
Näsetskolan F-6;1;Pojke;Grundskola;2025;9;126120;122440;3680;2885;795;0
Näsetskolan F-6;1;Flicka;Grundskola;2025;9;117960;113100;4860;4860;0;0
Näsetskolan F-6;1;Flicka;Grundskola;2025;10;106320;101080;5240;5240;0;0
Näsetskolan F-6;1;Pojke;Grundskola;2025;10;114140;105765;8375;8375;0;0
Näsetskolan F-6;1;Pojke;Grundskola;2025;11;126100;119390;3030;3030;0;3680
Näsetskolan F-6;1;Flicka;Grundskola;2025;11;117360;111985;3305;3305;0;2070
Näsetskolan F-6;1;Flicka;Grundskola;2025;12;83880;81080;2140;2140;0;660
Näsetskolan F-6;1;Pojke;Grundskola;2025;12;90030;83795;5275;5275;0;960
Näsetskolan F-6;1;Pojke;Grundskola;2026;1;102110;91450;8980;8980;0;1680
Näsetskolan F-6;1;Flicka;Grundskola;2026;1;98870;88575;9245;9245;0;1050
Näsetskolan F-6;1;Flicka;Grundskola;2026;2;81745;76050;4645;4585;60;1050
Näsetskolan F-6;1;Pojke;Grundskola;2026;2;84110;76735;5695;5695;0;1680
Näsetskolan F-6;1;Pojke;Grundskola;2026;3;114080;95510;8290;8290;0;10280
Näsetskolan F-6;1;Flicka;Grundskola;2026;3;110910;92060;4660;4600;60;14190
Näsetskolan F-6;1;Flicka;Grundskola;2026;4;11560;4370;230;230;0;6960
Näsetskolan F-6;1;Pojke;Grundskola;2026;4;11960;7235;125;125;0;4600
Näsetskolan F-6;2;Pojke;Grundskola;2025;8;42230;40985;1245;1245;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2025;8;27365;27200;165;165;0;0
Näsetskolan F-6;2;Pojke;Grundskola;2025;9;124780;115965;8735;8735;0;80
Näsetskolan F-6;2;Flicka;Grundskola;2025;9;72300;67200;5100;5100;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2025;10;66955;64175;2780;2780;0;0
Näsetskolan F-6;2;Pojke;Grundskola;2025;10;114450;110625;3825;3825;0;0
Näsetskolan F-6;2;Pojke;Grundskola;2025;11;126090;122675;1485;1485;0;1930
Näsetskolan F-6;2;Flicka;Grundskola;2025;11;73605;69265;2600;2600;0;1740
Näsetskolan F-6;2;Pojke;Grundskola;2025;12;89850;80625;9225;9225;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2025;12;52335;47905;4430;4430;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2026;1;59690;50975;3075;3075;0;5640
Näsetskolan F-6;2;Pojke;Grundskola;2026;1;102180;87025;8725;8725;0;6430
Näsetskolan F-6;2;Flicka;Grundskola;2026;2;51155;43835;5580;5580;0;1740
Näsetskolan F-6;2;Pojke;Grundskola;2026;2;86470;78310;6230;6230;0;1930
Näsetskolan F-6;2;Pojke;Grundskola;2026;3;133070;127860;5210;5210;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2026;3;82750;76705;6045;6045;0;0
Näsetskolan F-6;2;Flicka;Grundskola;2026;4;8165;5780;225;225;0;2160
Näsetskolan F-6;2;Pojke;Grundskola;2026;4;13270;10155;635;635;0;2480
Näsetskolan F-6;3;Pojke;Grundskola;2025;8;49365;46755;2610;2610;0;0
Näsetskolan F-6;3;Flicka;Grundskola;2025;8;60080;57900;2180;2180;0;0
Näsetskolan F-6;3;Flicka;Grundskola;2025;9;125155;117350;7805;7805;0;0
Näsetskolan F-6;3;Pojke;Grundskola;2025;9;104540;98295;6185;6185;0;60
Näsetskolan F-6;3;Pojke;Grundskola;2025;10;94330;87750;4035;4020;15;2545
Näsetskolan F-6;3;Flicka;Grundskola;2025;10;112955;104000;6370;6250;120;2585
Näsetskolan F-6;3;Pojke;Grundskola;2025;11;104385;101235;3090;3090;0;60
Näsetskolan F-6;3;Flicka;Grundskola;2025;11;124825;116860;7965;7820;145;0
Näsetskolan F-6;3;Flicka;Grundskola;2025;12;89220;75335;4425;4365;60;9460
Näsetskolan F-6;3;Pojke;Grundskola;2025;12;74625;62230;3065;3065;0;9330
Näsetskolan F-6;3;Pojke;Grundskola;2026;1;83060;74455;5905;5900;5;2700
Näsetskolan F-6;3;Flicka;Grundskola;2026;1;91415;76120;12945;12685;260;2350
Näsetskolan F-6;3;Flicka;Grundskola;2026;2;78360;73080;5130;5130;0;150
Näsetskolan F-6;3;Pojke;Grundskola;2026;2;69950;63760;6040;5980;60;150
Näsetskolan F-6;3;Pojke;Grundskola;2026;3;95920;87425;5555;5495;60;2940
Näsetskolan F-6;3;Flicka;Grundskola;2026;3;101275;92195;6680;6680;0;2400
Näsetskolan F-6;3;Flicka;Grundskola;2026;4;10920;10470;450;390;60;0
Näsetskolan F-6;3;Pojke;Grundskola;2026;4;10435;9185;1250;1190;60;0
Näsetskolan F-6;4;Pojke;Grundskola;2025;8;65520;63375;885;885;0;1260
Näsetskolan F-6;4;Flicka;Grundskola;2025;8;45360;42855;1650;1650;0;855
Näsetskolan F-6;4;Flicka;Grundskola;2025;9;105385;99270;5655;5595;60;460
Näsetskolan F-6;4;Pojke;Grundskola;2025;9;147100;139970;6650;6570;80;480
Näsetskolan F-6;4;Flicka;Grundskola;2025;10;98120;93955;4165;4165;0;0
Näsetskolan F-6;4;Pojke;Grundskola;2025;10;136960;127910;9050;8910;140;0
Näsetskolan F-6;4;Pojke;Grundskola;2025;11;153140;147570;4450;4405;45;1120
Näsetskolan F-6;4;Flicka;Grundskola;2025;11;114075;108185;4850;4820;30;1040
Näsetskolan F-6;4;Flicka;Grundskola;2025;12;82215;75250;5720;5585;135;1245
Näsetskolan F-6;4;Pojke;Grundskola;2025;12;109440;104365;3635;3585;50;1440
Näsetskolan F-6;4;Pojke;Grundskola;2026;1;123100;116335;6765;6605;160;0
Näsetskolan F-6;4;Flicka;Grundskola;2026;1;92490;84160;8210;8190;20;120
Näsetskolan F-6;4;Flicka;Grundskola;2026;2;76125;66845;9280;9230;50;0
Näsetskolan F-6;4;Pojke;Grundskola;2026;2;101300;95290;6010;5715;295;0
Näsetskolan F-6;4;Pojke;Grundskola;2026;3;139780;123130;6990;6870;120;9660
Näsetskolan F-6;4;Flicka;Grundskola;2026;3;104880;91650;4575;4575;0;8655
Näsetskolan F-6;4;Pojke;Grundskola;2026;4;15360;14725;635;635;0;0
Näsetskolan F-6;4;Flicka;Grundskola;2026;4;11535;9910;1625;1625;0;0
Näsetskolan F-6;5;Flicka;Grundskola;2025;8;97760;66500;7170;7150;20;24090
Näsetskolan F-6;5;Pojke;Grundskola;2025;8;96500;69255;4145;4070;75;23100
Näsetskolan F-6;5;Pojke;Grundskola;2025;9;212070;187120;11980;11620;360;12970
Näsetskolan F-6;5;Flicka;Grundskola;2025;9;213765;187948;11762;11700;62;14055
Näsetskolan F-6;5;Flicka;Grundskola;2025;10;187045;129750;5345;5145;200;51950
Näsetskolan F-6;5;Pojke;Grundskola;2025;10;191190;131195;8045;7945;100;51950
Näsetskolan F-6;5;Pojke;Grundskola;2025;11;211230;146485;8675;8675;0;56070
Näsetskolan F-6;5;Flicka;Grundskola;2025;11;206495;144035;6330;5990;340;56130
Näsetskolan F-6;5;Pojke;Grundskola;2025;12;153315;89320;11025;10935;90;52970
Näsetskolan F-6;5;Flicka;Grundskola;2025;12;149655;92700;4135;4135;0;52820
Näsetskolan F-6;5;Flicka;Grundskola;2026;1;168980;110650;9930;9930;0;48400
Näsetskolan F-6;5;Pojke;Grundskola;2026;1;173135;114763;9762;9635;127;48610
Näsetskolan F-6;5;Pojke;Grundskola;2026;2;142555;93585;10610;10535;75;38360
Näsetskolan F-6;5;Flicka;Grundskola;2026;2;139055;94120;6575;6575;0;38360
Näsetskolan F-6;5;Flicka;Grundskola;2026;3;189940;105410;5825;5730;95;78705
Näsetskolan F-6;5;Pojke;Grundskola;2026;3;194810;106180;8920;8690;230;79710
Näsetskolan F-6;5;Flicka;Grundskola;2026;4;19790;8495;280;220;60;11015
Näsetskolan F-6;5;Pojke;Grundskola;2026;4;20150;7960;960;945;15;11230
Näsetskolan F-6;6;Pojke;Grundskola;2025;8;103910;87460;8190;7945;245;8260
Näsetskolan F-6;6;Flicka;Grundskola;2025;8;98765;86355;4665;4435;230;7745
Näsetskolan F-6;6;Flicka;Grundskola;2025;9;228500;203495;11810;11665;145;13195
Näsetskolan F-6;6;Pojke;Grundskola;2025;9;242885;207930;19215;17535;1680;15740
Näsetskolan F-6;6;Pojke;Grundskola;2025;10;234000;191150;24345;22840;1505;18505
Näsetskolan F-6;6;Flicka;Grundskola;2025;10;220570;189800;12490;12370;120;18280
Näsetskolan F-6;6;Flicka;Grundskola;2025;11;245800;215790;17250;16865;385;12760
Näsetskolan F-6;6;Pojke;Grundskola;2025;11;254335;215380;25315;21370;3945;13640
Näsetskolan F-6;6;Pojke;Grundskola;2025;12;184140;151998;20292;17605;2687;11850
Näsetskolan F-6;6;Flicka;Grundskola;2025;12;177565;149345;17470;16965;505;10750
Näsetskolan F-6;6;Pojke;Grundskola;2026;1;200545;167448;24492;21090;3402;8605
Näsetskolan F-6;6;Flicka;Grundskola;2026;1;202725;172565;21800;20825;975;8360
Näsetskolan F-6;6;Flicka;Grundskola;2026;2;166950;132845;18830;18565;265;15275
Näsetskolan F-6;6;Pojke;Grundskola;2026;2;163915;128880;18705;15915;2790;16330
Näsetskolan F-6;6;Pojke;Grundskola;2026;3;222585;164327;18473;14825;3648;39785
Näsetskolan F-6;6;Flicka;Grundskola;2026;3;225330;174048;12642;11065;1577;38640
Näsetskolan F-6;6;Flicka;Grundskola;2026;4;25160;18567;1593;1495;98;5000
Näsetskolan F-6;6;Pojke;Grundskola;2026;4;24565;16260;3150;2595;555;5155
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2025;8;5320;4790;0;0;0;530
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2025;8;5320;4790;0;0;0;530
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2025;9;11190;10385;805;805;0;0
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2025;9;11190;10655;535;535;0;0
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2025;10;10110;9305;805;805;0;0
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2025;10;10110;9310;800;800;0;0
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2025;11;11170;9705;1465;1465;0;0
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2025;11;15425;13635;195;195;0;1595
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2025;12;7980;6350;1630;1630;0;0
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2025;12;11970;9575;800;800;0;1595
Olshammarskolan 1-9;1;Flicka;Anpassad grundskola;2026;1;9040;7390;1650;1650;0;0
Olshammarskolan 1-9;1;Pojke;Anpassad grundskola;2026;1;13560;10905;1860;1860;0;795
