Enhetsnamn;Årskurs;Kön;Skolform;År;Månad;Total schemalagd tid;Närvarande;Total frånvaro;Giltig frånvaro;Ogiltig frånvaro;Ej registrerad
Brunnsboskolan F-9;0;Pojke;Grundskola;2025;9;186080;100450;18270;10440;7830;67360
Brunnsboskolan F-9;0;Flicka;Grundskola;2025;10;137970;90520;8030;4320;3710;39420
Brunnsboskolan F-9;0;Pojke;Grundskola;2025;10;162205;98585;18160;10860;7300;45460
Brunnsboskolan F-9;0;Pojke;Grundskola;2025;11;171090;136185;20300;11790;8510;14605
Brunnsboskolan F-9;0;Flicka;Grundskola;2025;11;150690;127430;9880;6490;3390;13380
Brunnsboskolan F-9;0;Flicka;Grundskola;2025;12;107380;82860;9700;9110;590;14820
Brunnsboskolan F-9;0;Pojke;Grundskola;2025;12;121525;85510;19980;18850;1130;16035
Brunnsboskolan F-9;0;Pojke;Grundskola;2026;1;134295;111455;20335;20035;300;2505
Brunnsboskolan F-9;0;Flicka;Grundskola;2026;1;117780;106180;9520;9160;360;2080
Brunnsboskolan F-9;0;Flicka;Grundskola;2026;2;97760;86150;10110;10110;0;1500
Brunnsboskolan F-9;0;Pojke;Grundskola;2026;2;111360;85465;24065;23630;435;1830
Brunnsboskolan F-9;0;Pojke;Grundskola;2026;3;127100;105635;17045;16425;620;4420
Brunnsboskolan F-9;0;Flicka;Grundskola;2026;3;110370;96120;10130;9510;620;4120
Brunnsboskolan F-9;0;Pojke;Grundskola;2026;4;8380;4950;855;415;440;2575
Brunnsboskolan F-9;0;Flicka;Grundskola;2026;4;7020;4040;900;900;0;2080
Brunnsboskolan F-9;1;Flicka;Grundskola;2025;8;58300;44015;1775;1455;320;12510
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2025;8;4425;2590;415;415;0;1420
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2025;8;1610;1170;0;0;0;440
Brunnsboskolan F-9;1;Pojke;Grundskola;2025;8;53645;35040;4360;3360;1000;14245
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2025;9;27500;20315;2425;2425;0;4760
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2025;9;9330;6800;830;830;0;1700
Brunnsboskolan F-9;1;Pojke;Grundskola;2025;9;107010;69495;10575;9960;615;26940
Brunnsboskolan F-9;1;Flicka;Grundskola;2025;9;117980;83425;5525;4620;905;29030
Brunnsboskolan F-9;1;Flicka;Grundskola;2025;10;107865;79830;7580;6860;720;20455
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2025;10;24180;15485;2880;2800;80;5815
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2025;10;8130;5460;930;930;0;1740
Brunnsboskolan F-9;1;Pojke;Grundskola;2025;10;94780;70440;6895;6095;800;17445
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2025;11;8970;6270;1040;905;135;1660
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2025;11;26810;19355;2430;2295;135;5025
Brunnsboskolan F-9;1;Pojke;Grundskola;2025;11;105190;86435;6615;5995;620;12140
Brunnsboskolan F-9;1;Flicka;Grundskola;2025;11;119280;98095;7535;6965;570;13650
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2025;12;6420;5215;85;85;0;1120
Brunnsboskolan F-9;1;Flicka;Grundskola;2025;12;81505;63805;11485;10825;660;6215
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2025;12;19200;14640;535;535;0;4025
Brunnsboskolan F-9;1;Pojke;Grundskola;2025;12;69525;52270;12115;11775;340;5140
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2026;1;21690;15520;2185;2185;0;3985
Brunnsboskolan F-9;1;Pojke;Grundskola;2026;1;82920;55760;9910;9120;790;17250
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2026;1;7260;4905;1065;1065;0;1290
Brunnsboskolan F-9;1;Flicka;Grundskola;2026;1;96675;65255;9675;7360;2315;21745
Brunnsboskolan F-9;1;Flicka;Grundskola;2026;2;80215;67165;7255;6325;930;5795
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2026;2;17660;12990;1265;1225;40;3405
Brunnsboskolan F-9;1;Pojke;Grundskola;2026;2;70005;57480;7155;5540;1615;5370
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2026;2;5990;2995;1595;1595;0;1400
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2026;3;24280;17325;3010;2900;110;3945
Brunnsboskolan F-9;1;Pojke;Grundskola;2026;3;98830;79095;12025;10505;1520;7710
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2026;3;8170;6010;580;540;40;1580
Brunnsboskolan F-9;1;Flicka;Grundskola;2026;3;109045;90360;10260;9640;620;8425
Brunnsboskolan F-9;1;Flicka;Grundskola;2026;4;11190;9180;1130;1070;60;880
Brunnsboskolan F-9;1;Flicka;Anpassad grundskola;2026;4;840;780;0;0;0;60
Brunnsboskolan F-9;1;Pojke;Grundskola;2026;4;10000;8250;920;845;75;830
Brunnsboskolan F-9;1;Pojke;Anpassad grundskola;2026;4;2520;1690;215;175;40;615
Brunnsboskolan F-9;2;Flicka;Grundskola;2025;8;55820;41800;5200;3010;2190;8820
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2025;8;865;0;0;0;0;865
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2025;8;4830;80;0;0;0;4750
Brunnsboskolan F-9;2;Pojke;Grundskola;2025;8;55930;40785;2460;1880;580;12685
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2025;9;4855;2790;355;290;65;1710
Brunnsboskolan F-9;2;Pojke;Grundskola;2025;9;104515;88500;6275;5575;700;9740
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2025;9;28650;18575;1070;1070;0;9005
Brunnsboskolan F-9;2;Flicka;Grundskola;2025;9;108730;97660;3910;3640;270;7160
Brunnsboskolan F-9;2;Flicka;Grundskola;2025;10;95410;79255;4075;3695;380;12080
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2025;10;4290;2765;1245;1245;0;280
Brunnsboskolan F-9;2;Pojke;Grundskola;2025;10;90310;70970;5795;4310;1485;13545
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2025;10;25410;20145;2425;2425;0;2840
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2025;11;4715;4025;370;370;0;320
Brunnsboskolan F-9;2;Pojke;Grundskola;2025;11;103070;77910;7065;6445;620;18095
Brunnsboskolan F-9;2;Flicka;Grundskola;2025;11;114560;90210;4825;4550;275;19525
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2025;11;28255;23630;1995;1995;0;2630
Brunnsboskolan F-9;2;Pojke;Grundskola;2025;12;70555;56505;9040;7420;1620;5010
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2025;12;19450;15695;1995;1955;40;1760
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2025;12;3185;2625;400;400;0;160
Brunnsboskolan F-9;2;Flicka;Grundskola;2025;12;78585;66000;6835;6400;435;5750
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2026;1;22785;18255;2705;2705;0;1825
Brunnsboskolan F-9;2;Flicka;Grundskola;2026;1;88655;74980;7750;6795;955;5925
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2026;1;3785;2265;1280;1280;0;240
Brunnsboskolan F-9;2;Pojke;Grundskola;2026;1;83945;67213;10892;7490;3402;5840
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2026;2;18440;15490;1760;1740;20;1190
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2026;2;3080;2475;445;445;0;160
Brunnsboskolan F-9;2;Flicka;Grundskola;2026;2;74800;61690;7745;7305;440;5365
Brunnsboskolan F-9;2;Pojke;Grundskola;2026;2;66920;51380;10455;10015;440;5085
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2026;3;4260;3805;295;255;40;160
Brunnsboskolan F-9;2;Flicka;Grundskola;2026;3;102735;78665;12195;12055;140;11875
Brunnsboskolan F-9;2;Pojke;Grundskola;2026;3;90255;71885;6905;5740;1165;11465
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2026;3;25465;22245;2000;1960;40;1220
Brunnsboskolan F-9;2;Pojke;Anpassad grundskola;2026;4;2670;535;40;40;0;2095
Brunnsboskolan F-9;2;Flicka;Anpassad grundskola;2026;4;440;0;40;40;0;400
Brunnsboskolan F-9;2;Pojke;Grundskola;2026;4;9055;6710;660;545;115;1685
Brunnsboskolan F-9;2;Flicka;Grundskola;2026;4;10590;8460;720;720;0;1410
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2025;8;1070;0;80;40;40;990
Brunnsboskolan F-9;3;Pojke;Grundskola;2025;8;96380;84235;7135;2240;4895;5010
Brunnsboskolan F-9;3;Flicka;Grundskola;2025;8;39855;34595;3305;3000;305;1955
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2025;8;1905;120;0;0;0;1785
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2025;9;9700;7690;610;610;0;1400
Brunnsboskolan F-9;3;Pojke;Grundskola;2025;9;186565;153864;20266;12290;7976;12435
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2025;9;14080;10560;655;655;0;2865
Brunnsboskolan F-9;3;Flicka;Grundskola;2025;9;78060;69956;2639;2435;204;5465
Brunnsboskolan F-9;3;Pojke;Grundskola;2025;10;164675;146290;12295;8210;4085;6090
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2025;10;12255;7610;2385;2385;0;2260
Brunnsboskolan F-9;3;Flicka;Grundskola;2025;10;69985;63335;4155;3690;465;2495
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2025;10;8710;5105;1925;1925;0;1680
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2025;11;9820;6330;1270;1270;0;2220
Brunnsboskolan F-9;3;Pojke;Grundskola;2025;11;180975;152297;13748;9860;3888;14930
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2025;11;13585;10620;900;860;40;2065
Brunnsboskolan F-9;3;Flicka;Grundskola;2025;11;77825;67245;3980;3345;635;6600
Brunnsboskolan F-9;3;Flicka;Grundskola;2025;12;51330;42472;5583;5400;183;3275
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2025;12;6990;2920;1680;1600;80;2390
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2025;12;9545;6980;460;460;0;2105
Brunnsboskolan F-9;3;Pojke;Grundskola;2025;12;116790;96232;13463;10185;3278;7095
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2026;1;7840;3985;1915;1915;0;1940
Brunnsboskolan F-9;3;Flicka;Grundskola;2026;1;62835;55950;4410;4160;250;2475
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2026;1;10955;8665;645;645;0;1645
Brunnsboskolan F-9;3;Pojke;Grundskola;2026;1;143720;118022;19763;12915;6848;5935
Brunnsboskolan F-9;3;Flicka;Grundskola;2026;2;53150;44990;5215;5070;145;2945
Brunnsboskolan F-9;3;Pojke;Grundskola;2026;2;116900;98620;11655;7010;4645;6625
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2026;2;8760;7505;410;410;0;845
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2026;2;6120;3655;1305;1305;0;1160
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2026;3;8480;5490;1620;1620;0;1370
Brunnsboskolan F-9;3;Flicka;Grundskola;2026;3;77680;69100;4645;4280;365;3935
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2026;3;12200;10425;630;630;0;1145
Brunnsboskolan F-9;3;Pojke;Grundskola;2026;3;160605;133030;20300;13975;6325;7275
Brunnsboskolan F-9;3;Pojke;Grundskola;2026;4;16490;13955;1005;620;385;1530
Brunnsboskolan F-9;3;Pojke;Anpassad grundskola;2026;4;1280;775;0;0;0;505
Brunnsboskolan F-9;3;Flicka;Grundskola;2026;4;8170;7005;425;415;10;740
Brunnsboskolan F-9;3;Flicka;Anpassad grundskola;2026;4;930;680;0;0;0;250
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2025;8;3015;1850;0;0;0;1165
Brunnsboskolan F-9;4;Flicka;Grundskola;2025;8;104275;77684;5781;3985;1796;20810
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2025;8;530;490;0;0;0;40
Brunnsboskolan F-9;4;Pojke;Grundskola;2025;8;107090;82161;3659;3100;559;21270
Brunnsboskolan F-9;4;Pojke;Grundskola;2025;9;220200;171493;11492;9500;1992;37215
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2025;9;21055;16220;0;0;0;4835
Brunnsboskolan F-9;4;Flicka;Grundskola;2025;9;217020;166220;13975;7905;6070;36825
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2025;9;5490;4245;780;780;0;465
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2025;10;19630;13285;540;540;0;5805
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2025;10;4875;4165;215;215;0;495
Brunnsboskolan F-9;4;Flicka;Grundskola;2025;10;197140;161891;10124;4810;5314;25125
Brunnsboskolan F-9;4;Pojke;Grundskola;2025;10;201360;165756;9434;8085;1349;26170
Brunnsboskolan F-9;4;Flicka;Grundskola;2025;11;224620;191490;13990;7140;6850;19140
Brunnsboskolan F-9;4;Pojke;Grundskola;2025;11;227635;191367;12898;11375;1523;23370
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2025;11;21295;14160;1180;1060;120;5955
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2025;11;5260;4260;460;460;0;540
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2025;12;3740;3460;0;0;0;280
Brunnsboskolan F-9;4;Pojke;Grundskola;2025;12;149315;116343;10112;9380;732;22860
Brunnsboskolan F-9;4;Flicka;Grundskola;2025;12;148195;113804;14841;10890;3951;19550
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2025;12;14940;10545;430;430;0;3965
Brunnsboskolan F-9;4;Pojke;Grundskola;2026;1;182255;141012;15588;13355;2233;25655
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2026;1;17275;11345;1600;1515;85;4330
Brunnsboskolan F-9;4;Flicka;Grundskola;2026;1;173965;139931;14399;13150;1249;19635
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2026;1;4290;3500;470;470;0;320
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2026;2;3465;2320;795;795;0;350
Brunnsboskolan F-9;4;Pojke;Grundskola;2026;2;152875;120887;13468;10650;2818;18520
Brunnsboskolan F-9;4;Flicka;Grundskola;2026;2;142730;117600;11170;10645;525;13960
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2026;2;14045;8550;1895;1895;0;3600
Brunnsboskolan F-9;4;Flicka;Grundskola;2026;3;195980;165054;13716;13065;651;17210
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2026;3;19210;13575;1570;1530;40;4065
Brunnsboskolan F-9;4;Pojke;Grundskola;2026;3;213615;168895;20110;16290;3820;24610
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2026;3;4725;3485;960;960;0;280
Brunnsboskolan F-9;4;Pojke;Anpassad grundskola;2026;4;2105;400;0;0;0;1705
Brunnsboskolan F-9;4;Flicka;Grundskola;2026;4;19300;15610;430;225;205;3260
Brunnsboskolan F-9;4;Pojke;Grundskola;2026;4;21525;16085;1260;1140;120;4180
Brunnsboskolan F-9;4;Flicka;Anpassad grundskola;2026;4;535;40;0;0;0;495
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2025;8;490;465;0;0;0;25
Brunnsboskolan F-9;5;Pojke;Grundskola;2025;8;73050;57950;5005;4110;895;10095
Brunnsboskolan F-9;5;Flicka;Grundskola;2025;8;117450;94805;10285;8435;1850;12360
Brunnsboskolan F-9;5;Flicka;Grundskola;2025;9;240105;163913;21767;19785;1982;54425
Brunnsboskolan F-9;5;Pojke;Grundskola;2025;9;150620;104137;10743;9940;803;35740
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2025;9;5370;4875;135;135;0;360
Brunnsboskolan F-9;5;Pojke;Grundskola;2025;10;139235;95387;6308;5680;628;37540
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2025;10;4715;3650;0;0;0;1065
Brunnsboskolan F-9;5;Flicka;Grundskola;2025;10;217770;155843;14282;12285;1997;47645
Brunnsboskolan F-9;5;Pojke;Grundskola;2025;11;158935;105823;9182;7990;1192;43930
Brunnsboskolan F-9;5;Flicka;Grundskola;2025;11;250245;181203;18837;16815;2022;50205
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2025;11;5060;2790;1070;1070;0;1200
Brunnsboskolan F-9;5;Pojke;Grundskola;2025;12;103180;71009;7501;6465;1036;24670
Brunnsboskolan F-9;5;Flicka;Grundskola;2025;12;161165;109430;15660;13460;2200;36075
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2025;12;3620;2215;570;570;0;835
Brunnsboskolan F-9;5;Pojke;Grundskola;2026;1;130155;97091;11514;10375;1139;21550
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2026;1;4130;2600;660;660;0;870
Brunnsboskolan F-9;5;Flicka;Grundskola;2026;1;194840;140430;27985;24010;3975;26425
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2026;2;3345;1470;985;985;0;890
Brunnsboskolan F-9;5;Flicka;Grundskola;2026;2;162695;126657;14973;12990;1983;21065
Brunnsboskolan F-9;5;Pojke;Grundskola;2026;2;107510;81165;9405;8685;720;16940
Brunnsboskolan F-9;5;Flicka;Grundskola;2026;3;215710;167015;21865;18860;3005;26830
Brunnsboskolan F-9;5;Pojke;Grundskola;2026;3;148020;112475;14945;13760;1185;20600
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2026;3;4605;3075;440;400;40;1090
Brunnsboskolan F-9;5;Pojke;Grundskola;2026;4;14825;12735;1460;1370;90;630
Brunnsboskolan F-9;5;Pojke;Anpassad grundskola;2026;4;495;40;0;0;0;455
Brunnsboskolan F-9;5;Flicka;Grundskola;2026;4;21580;18210;2480;2170;310;890
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2025;8;490;0;465;465;0;25
Brunnsboskolan F-9;6;Pojke;Grundskola;2025;8;101600;71854;7356;6915;441;22390
Brunnsboskolan F-9;6;Flicka;Grundskola;2025;8;138235;99245;9685;6260;3425;29305
Brunnsboskolan F-9;6;Flicka;Grundskola;2025;9;292750;222391;19974;14310;5664;50385
Brunnsboskolan F-9;6;Pojke;Grundskola;2025;9;210445;165190;15245;14000;1245;30010
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2025;9;5370;3420;1590;1590;0;360
Brunnsboskolan F-9;6;Flicka;Grundskola;2025;10;266435;199104;20411;14730;5681;46920
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2025;10;4715;3230;1150;1150;0;335
Brunnsboskolan F-9;6;Pojke;Grundskola;2025;10;187030;141304;15056;13720;1336;30670
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2025;11;5060;3515;1365;1365;0;180
Brunnsboskolan F-9;6;Pojke;Grundskola;2025;11;208865;165805;14945;13525;1420;28115
Brunnsboskolan F-9;6;Flicka;Grundskola;2025;11;291580;230832;20363;15870;4493;40385
Brunnsboskolan F-9;6;Pojke;Grundskola;2025;12;140065;110252;12603;11645;958;17210
Brunnsboskolan F-9;6;Flicka;Grundskola;2025;12;188655;145048;13092;11880;1212;30515
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2025;12;3620;2450;1010;1010;0;160
Brunnsboskolan F-9;6;Pojke;Grundskola;2026;1;169475;141559;17691;16680;1011;10225
Brunnsboskolan F-9;6;Flicka;Grundskola;2026;1;222755;188396;20719;19190;1529;13640
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2026;1;4130;3420;510;510;0;200
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2026;2;3345;2065;990;990;0;290
Brunnsboskolan F-9;6;Pojke;Grundskola;2026;2;139795;118629;11096;10235;861;10070
Brunnsboskolan F-9;6;Flicka;Grundskola;2026;2;184815;154194;18426;16550;1876;12195
Brunnsboskolan F-9;6;Pojke;Grundskola;2026;3;185745;148364;14191;13565;626;23190
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2026;3;4605;3450;995;995;0;160
Brunnsboskolan F-9;6;Flicka;Grundskola;2026;3;248395;201339;16446;14955;1491;30610
Brunnsboskolan F-9;6;Pojke;Anpassad grundskola;2026;4;495;40;0;0;0;455
Brunnsboskolan F-9;6;Flicka;Grundskola;2026;4;27855;23100;2160;1980;180;2595
Brunnsboskolan F-9;6;Pojke;Grundskola;2026;4;20815;16137;2358;2330;28;2320
Brunnsboskolan F-9;7;Flicka;Grundskola;2025;8;148200;113610;23195;19595;3600;11395
Brunnsboskolan F-9;7;Pojke;Grundskola;2025;8;103385;84015;11770;8385;3385;7600
Brunnsboskolan F-9;7;Flicka;Grundskola;2025;9;311010;260902;35898;33220;2678;14210
Brunnsboskolan F-9;7;Pojke;Grundskola;2025;9;219065;181117;26323;19150;7173;11625
Brunnsboskolan F-9;7;Pojke;Grundskola;2025;10;200795;160168;18432;10145;8287;22195
Brunnsboskolan F-9;7;Flicka;Grundskola;2025;10;283385;214410;32570;28060;4510;36405
Brunnsboskolan F-9;7;Pojke;Grundskola;2025;11;197685;166033;18172;14865;3307;13480
Brunnsboskolan F-9;7;Flicka;Grundskola;2025;11;302925;250188;39342;32100;7242;13395
Brunnsboskolan F-9;7;Flicka;Grundskola;2025;12;213410;152167;28788;21830;6958;32455
Brunnsboskolan F-9;7;Pojke;Grundskola;2025;12;138625;101411;16099;13485;2614;21115
Brunnsboskolan F-9;7;Flicka;Grundskola;2026;1;247565;192035;46795;38290;8505;8735
Brunnsboskolan F-9;7;Pojke;Grundskola;2026;1;164895;130813;28027;24100;3927;6055
Brunnsboskolan F-9;7;Pojke;Grundskola;2026;2;137190;113113;18272;15885;2387;5805
Brunnsboskolan F-9;7;Flicka;Grundskola;2026;2;201670;167269;28401;23385;5016;6000
Brunnsboskolan F-9;7;Flicka;Grundskola;2026;3;283875;204756;46974;40402;6572;32145
Brunnsboskolan F-9;7;Pojke;Grundskola;2026;3;192350;142929;23101;18290;4811;26320
Brunnsboskolan F-9;7;Pojke;Grundskola;2026;4;20415;12535;2605;2565;40;5275
Brunnsboskolan F-9;7;Flicka;Grundskola;2026;4;28855;16783;4237;3865;372;7835
Brunnsboskolan F-9;8;Pojke;Grundskola;2025;8;117960;85913;21642;12455;9187;10405
Brunnsboskolan F-9;8;Flicka;Grundskola;2025;8;128615;106102;12733;7865;4868;9780
Brunnsboskolan F-9;8;Pojke;Grundskola;2025;9;214955;161143;36612;21480;15132;17200
Brunnsboskolan F-9;8;Flicka;Grundskola;2025;9;252000;200780;32970;25220;7750;18250
Brunnsboskolan F-9;8;Pojke;Grundskola;2025;10;214940;155998;34917;17400;17517;24025
Brunnsboskolan F-9;8;Flicka;Grundskola;2025;10;255120;192434;34061;26240;7821;28625
Brunnsboskolan F-9;8;Flicka;Grundskola;2025;11;270555;208843;39407;31935;7472;22305
Brunnsboskolan F-9;8;Pojke;Grundskola;2025;11;224360;171023;35012;23645;11367;18325
Brunnsboskolan F-9;8;Flicka;Grundskola;2025;12;187755;117483;30547;25480;5067;39725
Brunnsboskolan F-9;8;Pojke;Grundskola;2025;12;157395;104180;22740;15050;7690;30475
Brunnsboskolan F-9;8;Flicka;Grundskola;2026;1;215710;154529;41926;37560;4366;19255
Brunnsboskolan F-9;8;Pojke;Grundskola;2026;1;183160;133728;35127;25225;9902;14305
Brunnsboskolan F-9;8;Pojke;Grundskola;2026;2;153410;111440;29400;20455;8945;12570
Brunnsboskolan F-9;8;Flicka;Grundskola;2026;2;176555;132458;31212;27140;4072;12885
Brunnsboskolan F-9;8;Pojke;Grundskola;2026;3;159540;93744;33131;22910;10221;32665
Brunnsboskolan F-9;8;Flicka;Grundskola;2026;3;183395;121294;28391;22615;5776;33710
Brunnsboskolan F-9;8;Pojke;Grundskola;2026;4;22070;13548;4572;2875;1697;3950
Brunnsboskolan F-9;8;Flicka;Grundskola;2026;4;25650;17246;2769;2000;769;5635
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2025;8;1520;633;317;0;317;570
Brunnsboskolan F-9;9;Flicka;Grundskola;2025;8;137005;109028;17937;13485;4452;10040
Brunnsboskolan F-9;9;Pojke;Grundskola;2025;8;94460;71904;15651;12860;2791;6905
Brunnsboskolan F-9;9;Flicka;Grundskola;2025;9;287140;219326;48854;33325;15529;18960
Brunnsboskolan F-9;9;Pojke;Grundskola;2025;9;201950;162333;23127;14700;8427;16490
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2025;9;4750;2028;877;80;797;1845
Brunnsboskolan F-9;9;Flicka;Grundskola;2025;10;196350;152437;25333;19270;6063;18580
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2025;10;3205;1345;1120;370;750;740
Brunnsboskolan F-9;9;Pojke;Grundskola;2025;10;140150;114751;12364;8193;4171;13035
Brunnsboskolan F-9;9;Flicka;Grundskola;2025;11;281115;206952;41358;29455;11903;32805
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2025;11;6005;1487;1793;680;1113;2725
Brunnsboskolan F-9;9;Pojke;Grundskola;2025;11;202085;151008;31782;22020;9762;19295
Brunnsboskolan F-9;9;Pojke;Grundskola;2025;12;145255;105310;14040;7360;6680;25905
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2025;12;4080;860;1350;1010;340;1870
Brunnsboskolan F-9;9;Flicka;Grundskola;2025;12;200295;126859;32241;24645;7596;41195
Brunnsboskolan F-9;9;Pojke;Grundskola;2026;1;164070;126609;21581;13615;7966;15880
Brunnsboskolan F-9;9;Flicka;Grundskola;2026;1;232870;155458;48067;37805;10262;29345
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2026;1;5085;1755;1445;925;520;1885
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2026;2;4195;1345;870;495;375;1980
Brunnsboskolan F-9;9;Flicka;Grundskola;2026;2;190865;141983;33897;24895;9002;14985
Brunnsboskolan F-9;9;Pojke;Grundskola;2026;2;136105;106753;19337;13088;6249;10015
Brunnsboskolan F-9;9;Pojke;Grundskola;2026;3;172500;120649;25036;15350;9686;26815
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2026;3;5020;1730;765;230;535;2525
Brunnsboskolan F-9;9;Flicka;Grundskola;2026;3;241930;150652;46743;33310;13433;44535
Brunnsboskolan F-9;9;Flicka;Anpassad grundskola;2026;4;645;180;55;0;55;410
Brunnsboskolan F-9;9;Flicka;Grundskola;2026;4;29165;16815;5125;2610;2515;7225
Brunnsboskolan F-9;9;Pojke;Grundskola;2026;4;20045;12898;3232;2050;1182;3915
Bräckeskolan F-6;0;Flicka;Grundskola;2025;8;138600;117660;6420;6320;100;14520
Bräckeskolan F-6;0;Pojke;Grundskola;2025;8;165000;138863;9637;8630;1007;16500
Bräckeskolan F-6;0;Flicka;Grundskola;2025;9;291060;269630;9550;8810;740;11880
Bräckeskolan F-6;0;Pojke;Grundskola;2025;9;346500;305352;22998;22575;423;18150
Bräckeskolan F-6;0;Flicka;Grundskola;2025;10;263340;231565;22865;22060;805;8910
Bräckeskolan F-6;0;Pojke;Grundskola;2025;10;313500;279560;20080;19935;145;13860
Bräckeskolan F-6;0;Flicka;Grundskola;2025;11;284130;259307;17563;16728;835;7260
Bräckeskolan F-6;0;Pojke;Grundskola;2025;11;346500;311361;27219;26175;1044;7920
